rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1611849154503173174,,3867,,1611849154,502966208,"""world""",,,-0.1767774522304535,-0.34422799944877625,0.7598928213119507,,-0.01228781696408987,-0.0011838003993034363,0.9970717430114746,0.07546981424093246
1611849154511619736,,3868,,1611849154,511439205,"""world""",,,-0.17657622694969177,-0.34422969818115234,0.759880781173706,,-0.012188504450023174,-0.0017432842869311571,0.9960547089576721,0.0878838300704956
1611849154519792722,,3869,,1611849154,519599565,"""world""",,,-0.1767692118883133,-0.34422239661216736,0.7598854899406433,,-0.011563521809875965,-0.0016284325392916799,0.9971029758453369,0.07516315579414368
1611849154528218261,,3870,,1611849154,528064665,"""world""",,,-0.17677751183509827,-0.3442223370075226,0.7598860859870911,,-0.01209514681249857,-0.0016367648495361209,0.9970986247062683,0.07513618469238281
1611849154536516936,,3871,,1611849154,536338159,"""world""",,,-0.17676356434822083,-0.34423109889030457,0.759888231754303,,-0.012430175207555294,-0.0017488669836893678,0.9970880150794983,0.0752195194363594
1611849154544941902,,3872,,1611849154,544742117,"""world""",,,-0.17677344381809235,-0.344223290681839,0.759904146194458,,-0.012762518599629402,-0.001103207003325224,0.9970624446868896,0.07551518827676773
1611849154553236015,,3873,,1611849154,553011731,"""world""",,,-0.17656634747982025,-0.3442273736000061,0.759913444519043,,-0.013159072026610374,-0.0015001309802755713,0.9960408806800842,0.08790452033281326
1611849154561621398,,3874,,1611849154,561398513,"""world""",,,-0.17676717042922974,-0.34421294927597046,0.7598809599876404,,-0.012280518189072609,-0.001890765968710184,0.997097373008728,0.07511741667985916
1611849154569796458,,3875,,1611849154,569624585,"""world""",,,-0.17676128447055817,-0.34422942996025085,0.7598752975463867,,-0.012022304348647594,-0.002018321305513382,0.9970825910568237,0.07535076141357422
1611849154578261979,,3876,,1611849154,578078219,"""world""",,,-0.1767646074295044,-0.34422892332077026,0.7598939538002014,,-0.012954062782227993,-0.001797818811610341,0.9970924854278564,0.0750712975859642
1611849154586550083,,3877,,1611849154,586355372,"""world""",,,-0.17676942050457,-0.3442206382751465,0.7598899006843567,,-0.012493478134274483,-0.0020961223635822535,0.9970781803131104,0.07533077895641327
1611849154594953124,,3878,,1611849154,594774470,"""world""",,,-0.1767808198928833,-0.3442375361919403,0.7599201798439026,,-0.012772331945598125,-0.0020050331950187683,0.9970858693122864,0.07518456131219864
1611849154603181171,,3879,,1611849154,602953366,"""world""",,,-0.17677026987075806,-0.3442320227622986,0.7599019408226013,,-0.012411369942128658,-0.002007364993914962,0.9970830678939819,0.07528118044137955
1611849154611691512,,3880,,1611849154,611440948,"""world""",,,-0.17678040266036987,-0.3442312180995941,0.759905993938446,,-0.012575076892971992,-0.0016959425993263721,0.9970932602882385,0.07512734830379486
1611849154619882962,,3881,,1611849154,619722897,"""world""",,,-0.17678146064281464,-0.3442332148551941,0.7599188685417175,,-0.012659252621233463,-0.0010536250192672014,0.9970793128013611,0.0753093957901001
1611849154628401623,,3882,,1611849154,628176547,"""world""",,,-0.17678402364253998,-0.34424614906311035,0.7599285244941711,,-0.012887655757367611,-0.0005033951601944864,0.9970561265945435,0.07558280974626541
1611849154636607882,,3883,,1611849154,636356763,"""world""",,,-0.17678147554397583,-0.34423816204071045,0.7599308490753174,,-0.013011448085308075,-0.001360335387289524,0.9970824122428894,0.07520349323749542
1611849154644972585,,3884,,1611849154,644763933,"""world""",,,-0.17677068710327148,-0.3442411422729492,0.7599258422851562,,-0.01294498797506094,-0.0015053519746288657,0.9971112608909607,0.0748286023736
1611849154653173331,,3885,,1611849154,652985809,"""world""",,,-0.17679506540298462,-0.34423038363456726,0.759933590888977,,-0.012956374324858189,-0.0017051087925210595,0.9971068501472473,0.07488151639699936
1611849154661602509,,3886,,1611849154,661415920,"""world""",,,-0.17679071426391602,-0.3442232310771942,0.759907603263855,,-0.012498117983341217,-0.0014793124282732606,0.9970905780792236,0.07517992705106735
1611849154669894949,,3887,,1611849154,669672230,"""world""",,,-0.1767885684967041,-0.3442258834838867,0.7599195837974548,,-0.012960389256477356,-0.0016176255885511637,0.997107744216919,0.0748715028166771
1611849154678214713,,3888,,1611849154,678014043,"""world""",,,-0.17678511142730713,-0.3442159593105316,0.7599124312400818,,-0.012800745666027069,-0.00157421815674752,0.9971089363098145,0.07488393038511276
1611849154686550806,,3889,,1611849154,686375018,"""world""",,,-0.17677855491638184,-0.34421026706695557,0.7598921656608582,,-0.011774508282542229,-0.000886762049049139,0.9971117973327637,0.0750252828001976
1611849154694917817,,3890,,1611849154,694735815,"""world""",,,-0.17678043246269226,-0.3442153334617615,0.7599233388900757,,-0.012442869134247303,-0.0018821486737579107,0.9971069097518921,0.07496318966150284
1611849154703224176,,3891,,1611849154,702997975,"""world""",,,-0.1767788678407669,-0.34421834349632263,0.7599291801452637,,-0.012154610827565193,-0.001754411612637341,0.9971092939376831,0.07498148828744888
1611849154711668996,,3892,,1611849154,711451344,"""world""",,,-0.17679165303707123,-0.3442211449146271,0.7599164843559265,,-0.011931694112718105,-0.001938828732818365,0.9971137642860413,0.07495345175266266
1611849154719803456,,3893,,1611849154,719637066,"""world""",,,-0.17679692804813385,-0.3442293703556061,0.7599042654037476,,-0.01171151828020811,-0.0018756341887637973,0.9971003532409668,0.07516790181398392
1611849154728326301,,3894,,1611849154,728087947,"""world""",,,-0.1767902374267578,-0.3442118167877197,0.75990229845047,,-0.011494478210806847,-0.0018825499573722482,0.9971094131469727,0.07508174329996109
1611849154736566472,,3895,,1611849154,736352175,"""world""",,,-0.17678174376487732,-0.3442036807537079,0.759918749332428,,-0.012228483334183693,-0.0015936570707708597,0.9970925450325012,0.07519536465406418
1611849154744893957,,3896,,1611849154,744679094,"""world""",,,-0.17677843570709229,-0.3442058265209198,0.759926438331604,,-0.01266006100922823,-0.0007591454195789993,0.9970856308937073,0.0752299502491951
1611849154753168168,,3897,,1611849154,752968434,"""world""",,,-0.1767861247062683,-0.3442099392414093,0.7599401473999023,,-0.012986648827791214,-0.0016115248436108232,0.9970764517784119,0.07528217881917953
1611849154761564870,,3898,,1611849154,761356595,"""world""",,,-0.17677906155586243,-0.34421852231025696,0.7599096894264221,,-0.012624896131455898,-0.0018716976046562195,0.99708491563797,0.0752251148223877
1611849154769985152,,3899,,1611849154,769724801,"""world""",,,-0.17677457630634308,-0.3442240357398987,0.75990229845047,,-0.01193726435303688,-0.002000442473217845,0.9971120953559875,0.07497292757034302
1611849154778181324,,3900,,1611849154,777983833,"""world""",,,-0.17677812278270721,-0.3442328870296478,0.7598863244056702,,-0.01126772165298462,-0.0023018987849354744,0.9971227049827576,0.07492760568857193
1611849154786507255,,3901,,1611849154,786328855,"""world""",,,-0.17678771913051605,-0.34422990679740906,0.7598897814750671,,-0.01220850832760334,-0.001482305582612753,0.9971073269844055,0.07500457763671875
1611849154794819798,,3902,,1611849154,794582168,"""world""",,,-0.1767980307340622,-0.344232439994812,0.7599104642868042,,-0.01274814736098051,-0.0015235838945955038,0.9970900416374207,0.07514456659555435
1611849154803214517,,3903,,1611849154,802983807,"""world""",,,-0.17678984999656677,-0.34422674775123596,0.7599042654037476,,-0.012289967387914658,-0.001721610315144062,0.9970766305923462,0.07539389282464981
1611849154811581560,,3904,,1611849154,811387730,"""world""",,,-0.17678916454315186,-0.3442283272743225,0.759881317615509,,-0.011290429159998894,-0.0020150470081716776,0.997093677520752,0.07531733810901642
1611849154819853184,,3905,,1611849154,819647646,"""world""",,,-0.17678526043891907,-0.3442210257053375,0.7598991990089417,,-0.01192939281463623,-0.0006936981808394194,0.9970898032188416,0.075293630361557
1611849154828289474,,3906,,1611849154,828058480,"""world""",,,-0.1767864227294922,-0.3442278504371643,0.7599034905433655,,-0.012225473299622536,-0.0016421329928562045,0.9971085786819458,0.07498227804899216
1611849154836469571,,3907,,1611849154,836271554,"""world""",,,-0.17675603926181793,-0.3447616994380951,0.759714663028717,,-0.007737073116004467,-0.0016847712686285377,0.995356023311615,0.09593642503023148
1611849154844768034,,3908,,1611849154,844638837,"""world""",,,-0.17678232491016388,-0.34422197937965393,0.7599247097969055,,-0.012611140497028828,-0.0015285644913092256,0.9971110224723816,0.07488832622766495
1611849154853224005,,3909,,1611849154,852974320,"""world""",,,-0.1767786294221878,-0.34421560168266296,0.7599209547042847,,-0.012631810270249844,-0.001674693776294589,0.9971043467521667,0.07497140765190125
1611849154861548219,,3910,,1611849154,861310765,"""world""",,,-0.1767909824848175,-0.3442215025424957,0.7598965167999268,,-0.01200516615062952,-0.0017176701221615076,0.9971159100532532,0.07491885125637054
1611849154869907448,,3911,,1611849154,869713439,"""world""",,,-0.17679227888584137,-0.3442211449146271,0.7599292397499084,,-0.012372501194477081,-0.0019648252055048943,0.9971185922622681,0.07481732219457626
1611849154878301057,,3912,,1611849154,878084019,"""world""",,,-0.1767774075269699,-0.34421131014823914,0.7599190473556519,,-0.011962385848164558,-0.001153965713456273,0.9971158504486084,0.07493764162063599
1611849154886497319,,3913,,1611849154,886290454,"""world""",,,-0.1767820566892624,-0.3442123234272003,0.7599319815635681,,-0.012421276420354843,-0.0017998144030570984,0.9971170425415039,0.07483414560556412
1611849154894959499,,3914,,1611849154,894801602,"""world""",,,-0.17658190429210663,-0.34421029686927795,0.7599321007728577,,-0.011560347862541676,-0.002066647168248892,0.9960648417472839,0.08784665912389755
1611849154903131507,,3915,,1611849154,902949268,"""world""",,,-0.17679531872272491,-0.34421858191490173,0.7599196434020996,,-0.011446635238826275,-0.0021608639508485794,0.9971036314964294,0.07515859603881836
1611849154911547086,,3916,,1611849154,911348386,"""world""",,,-0.1767861396074295,-0.3442114591598511,0.759921133518219,,-0.011876941658556461,-0.0015725907869637012,0.9970996379852295,0.07515940070152283
