rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1612188050051788220,,35977,,1612188050,51594550,"""world""",,,-0.17164433002471924,-0.352720707654953,0.7594429850578308,,0.001510595204308629,-0.0010370368836447597,-0.7537761926651001,0.6571288108825684
1612188050060087320,,35978,,1612188050,59916686,"""world""",,,-0.1716206967830658,-0.3527098596096039,0.7594705820083618,,0.001609243219718337,-0.0005969424964860082,-0.7539421319961548,0.6569387316703796
1612188050068338291,,35979,,1612188050,68163283,"""world""",,,-0.17162342369556427,-0.35271045565605164,0.7595292925834656,,0.00011136746616102755,-0.0011252692202106118,-0.7539188265800476,0.6569667458534241
1612188050076702053,,35980,,1612188050,76521911,"""world""",,,-0.171664297580719,-0.35272717475891113,0.7595343589782715,,0.004133187234401703,0.0009717930224724114,-0.7536422610282898,0.6572710871696472
1612188050085090142,,35981,,1612188050,84870219,"""world""",,,-0.17159415781497955,-0.352700799703598,0.7593795657157898,,0.0006229013088159263,-0.002143875928595662,-0.7540627717971802,0.6567985415458679
1612188050093361275,,35982,,1612188050,93213397,"""world""",,,-0.17161628603935242,-0.3527040481567383,0.7594678997993469,,-0.0002606452035252005,-0.002036271383985877,-0.7539836764335632,0.6568900346755981
1612188050101766080,,35983,,1612188050,101607747,"""world""",,,-0.17164510488510132,-0.35271477699279785,0.7595356106758118,,0.0022627331782132387,-0.00042972443043254316,-0.7536140084266663,0.6573132276535034
1612188050110066561,,35984,,1612188050,109889551,"""world""",,,-0.17162944376468658,-0.35271456837654114,0.7593736052513123,,-0.00021613016724586487,-0.00292459549382329,-0.7538880109786987,0.6569965481758118
1612188050118314580,,35985,,1612188050,118148091,"""world""",,,-0.17161187529563904,-0.35271281003952026,0.7594501376152039,,0.0015933038666844368,-0.0009060961892828345,-0.7539619207382202,0.6569156050682068
1612188050126631225,,35986,,1612188050,126450746,"""world""",,,-0.17161792516708374,-0.3527088761329651,0.7594766020774841,,0.0009851290378719568,-0.0011999120470136404,-0.7539647221565247,0.6569132208824158
1612188050135098761,,35987,,1612188050,134897980,"""world""",,,-0.17163731157779694,-0.3527156114578247,0.7594497203826904,,0.0016430658288300037,-0.0009495909325778484,-0.7538393139839172,0.6570560336112976
1612188050143338023,,35988,,1612188050,143105777,"""world""",,,-0.17163926362991333,-0.3527160882949829,0.7594869136810303,,0.00289164949208498,0.00031888927333056927,-0.7538122534751892,0.6570834517478943
1612188050151810386,,35989,,1612188050,151583849,"""world""",,,-0.1716139167547226,-0.3527092933654785,0.7594899535179138,,-0.0009365086443722248,-0.0023044876288622618,-0.7537897229194641,0.6571109890937805
1612188050159998626,,35990,,1612188050,159796235,"""world""",,,-0.17162013053894043,-0.3527122437953949,0.7594846487045288,,0.0015907782362774014,-0.0021565186325460672,-0.7538424134254456,0.6570498943328857
1612188050168335857,,35991,,1612188050,168194476,"""world""",,,-0.17168128490447998,-0.3528672456741333,0.7596429586410522,,0.006355191580951214,0.0041656228713691235,-0.760664701461792,0.649100661277771
1612188050176696680,,35992,,1612188050,176538860,"""world""",,,-0.1716088056564331,-0.3527055084705353,0.759413480758667,,0.001442024135030806,-0.001144162262789905,-0.7539917230606079,0.6568814516067505
1612188050185039270,,35993,,1612188050,184892221,"""world""",,,-0.1716087907552719,-0.35271018743515015,0.7594612836837769,,0.0003051997919101268,-0.002406885614618659,-0.7539675235748291,0.6569072008132935
1612188050193338890,,35994,,1612188050,193165977,"""world""",,,-0.17166845500469208,-0.3527238667011261,0.759551465511322,,0.00474162120372057,0.0019950000569224358,-0.7535637617111206,0.6573548316955566
1612188050201805889,,35995,,1612188050,201603973,"""world""",,,-0.17160144448280334,-0.3527050316333771,0.7594033479690552,,0.001159014762379229,-0.0019674403592944145,-0.753887414932251,0.6569995880126953
1612188050209981555,,35996,,1612188050,209820603,"""world""",,,-0.17166748642921448,-0.35271918773651123,0.7595360279083252,,0.0047988323494791985,0.001766695873811841,-0.7535414695739746,0.6573805809020996
1612188050218305345,,35997,,1612188050,218153345,"""world""",,,-0.1716637909412384,-0.35271957516670227,0.7595555186271667,,0.004141862969845533,0.0019265844020992517,-0.7536128759384155,0.6573027968406677
1612188050226596677,,35998,,1612188050,226454354,"""world""",,,-0.17157340049743652,-0.3526960611343384,0.7593269348144531,,-0.0010870364494621754,-0.0039252424612641335,-0.754119873046875,0.656724214553833
1612188050235088427,,35999,,1612188050,234862106,"""world""",,,-0.17163199186325073,-0.3527096211910248,0.7594612836837769,,0.002678091172128916,0.0003188887203577906,-0.7537391185760498,0.6571682691574097
