rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,,w,x,y,z,Yqw,pitch,roll,Dyaw,dPitch,dRoll
1.61218884495635E+018,,17714,,1612188844,956279800,"""world""",,,-0.176975607872009,-0.43707087635994,0.759815156459808,,0.762982070446014,-0.011039355769754,-0.001385386334732,0.646323919296265,80.5295373147821,-0.696467449940836,-1.06793221426862,0.01336921338131,0.010479566180875,0.001580057285187
1.61218884496463E+018,,17715,,1612188844,964540256,"""world""",,,-0.176977500319481,-0.437072336673737,0.75981605052948,,0.763056337833404,-0.011109138838947,-0.001323209144175,0.646235167980194,80.5161681014008,-0.706947016121711,-1.06951227155381,-0.012453514205632,-0.016314546358734,-0.038909403395389
1.61218884497289E+018,,17716,,1612188844,972801421,"""world""",,,-0.176978662610054,-0.437079876661301,0.75981342792511,,0.762991309165955,-0.010757904499769,-0.001213614013977,0.646318078041077,80.5286216156064,-0.690632469762977,-1.03060286815842,-0.014549374779676,0.03417545396715,0.033558247512586
1.61218884498135E+018,,17717,,1612188844,981238315,"""world""",,,-0.176979243755341,-0.437077105045319,0.759827733039856,,0.762902915477753,-0.011173957027495,-0.001176700578071,0.646415531635284,80.5431709903861,-0.724807923730127,-1.06416111567101,0.02834281877422,-0.030361684361482,-0.011639427311142
1.61218884498963E+018,,17718,,1612188844,989534442,"""world""",,,-0.176976338028908,-0.437071353197098,0.759817838668823,,0.76306676864624,-0.010925516486168,-0.001310526975431,0.646226167678833,80.5148281716119,-0.694446239368645,-1.05252168835987,-0.025403012349187,-0.015174653205783,-0.048208968297735
1.61218884499795E+018,,17719,,1612188844,997813383,"""world""",,,-0.176976397633553,-0.437074780464172,0.759813368320465,,0.762929320335388,-0.010518660768867,-0.001142061315477,0.64639538526535,80.5402311839611,-0.679271586162862,-1.00431272006213,0.019183574459959,0.038978963672931,0.101179337736023
1.61218884500641E+018,,17720,,1612188845,6312007,"""world""",,,-0.176976650953293,-0.437069892883301,0.759820103645325,,0.763024270534515,-0.011412410065532,-0.001451314426959,0.646267592906952,80.5210476095011,-0.718250549835793,-1.10549205779815,0.001071919495672,-0.015723495412448,-0.01829426032716
1.61218884501471E+018,,17721,,1612188845,14589487,"""world""",,,-0.176981180906296,-0.437070578336716,0.759814441204071,,0.763033509254456,-0.011201930232346,-0.001452757045627,0.646260142326355,80.5199756900054,-0.702527054423345,-1.08719779747099,-0.006242476480537,0.039266272105137,-0.044872441376182
1.61218884502289E+018,,17722,,1612188845,22773374,"""world""",,,-0.176973178982735,-0.437076836824417,0.759817600250244,,0.762998998165131,-0.011124540120363,-0.000938765937462,0.646303236484528,80.526218166486,-0.741793326528482,-1.04232535609481,-0.006714568912031,-0.04398211512452,0.024662217085586
1.61218884503147E+018,,17723,,1612188845,31242951,"""world""",,,-0.176980063319206,-0.43707749247551,0.759818196296692,,0.762962877750397,-0.011040604673326,-0.001371436053887,0.646346569061279,80.532932735398,-0.697811211403962,-1.0669875731804,-0.000828932302028,0.007433135528415,-0.009857168073163
1.61218884503966E+018,,17724,,1612188845,39548332,"""world""",,,-0.176980271935463,-0.437076181173325,0.759812414646149,,0.762958467006683,-0.011016892269254,-0.001266414299607,0.646352410316467,80.5337616677,-0.705244346932377,-1.05713040510723,-0.005573546606897,0.013515012206866,0.010932429537397
1.61218884504793E+018,,17725,,1612188845,47787965,"""world""",,,-0.176970779895783,-0.437068402767181,0.75981605052948,,0.762924730777741,-0.011165853589773,-0.001238615601324,0.646389782428741,80.539335214307,-0.718759359139243,-1.06806283464463,-0.001150714609139,0.012332603581497,0.001739201214031
1.61218884505639E+018,,17726,,1612188845,56285840,"""world""",,,-0.176977306604385,-0.437073230743408,0.759819984436035,,0.762916922569275,-0.011246988549829,-0.001166410394944,0.646397769451141,80.5404859289161,-0.73109196272074,-1.06980203585866,-0.002758799630314,-0.033247664784017,-0.051502688607203
